id,mssubclass,mszoning,lotarea,street,alley,lotshape,landcontour,utilities,lotconfig,landslope,neighborhood,condition1,condition2,bldgtype,housestyle,overallqual,overallcond,roofstyle,roofmatl,exterior1st,exterior2nd,masvnrtype,masvnrarea,exterqual,extercond,foundation,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtfintype2,bsmtfinsf2,bsmtunfsf,totalbsmtsf,heating,heatingqc,centralair,electrical,1stflrsf,2ndflrsf,lowqualfinsf,grlivarea,bedroomabvgr,kitchenabvgr,kitchenqual,functional,fireplaces,fireplacequ,garagetype,garagefinish,garagecars,garagearea,garagequal,garagecond,paveddrive,poolarea,poolqc,fence,miscfeature,miscval,mosold,saletype,saleprice,totalporch,totalbaths,remod,age_blt,age_garage,age_remod
2893,120,RM,8239.0,Pave,NA,3,Lvl,4,Inside,3,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,4,3,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,4,Y,5,1295.0,0.0,0.0,1295.0,2,1,4,7,0,0,Attchd,2,1,312.0,3,3,3,0.0,0,0,NA,0.0,11,WD ,230000.0,0.0,2.0,0,20,20,20
2027,70,RM,5700.0,Pave,NA,3,Lvl,4,Corner,3,OldTown,Feedr,Norm,1Fam,2Story,7,6,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,BrkTil,3,3,1,3,336.0,1,0.0,336.0,672.0,GasA,4,N,4,672.0,672.0,0.0,1344.0,3,1,4,7,1,4,Attchd,1,2,456.0,3,3,3,0.0,0,4,NA,0.0,9,WD ,140000.0,70.0,2.5,1,78,28,17
683,20,RL,7200.0,Pave,NA,4,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,4,1,5,630.0,4,102.0,0.0,732.0,GasA,3,Y,5,732.0,0.0,0.0,732.0,2,1,3,7,0,0,Detchd,1,1,240.0,3,3,3,0.0,0,0,NA,0.0,9,WD ,118900.0,68.0,2.0,0,57,57,57
823,20,RL,9178.0,Pave,NA,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1468.0,1468.0,GasA,5,Y,5,1468.0,0.0,0.0,1468.0,3,1,4,7,1,4,Attchd,2,3,904.0,3,3,3,0.0,0,0,NA,0.0,6,WD ,239900.0,334.0,2.0,0,1,1,1
2374,120,RL,4043.0,Pave,NA,4,Lvl,4,Inside,3,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,1,5,727.0,4,156.0,186.0,1069.0,GasA,4,Y,5,1069.0,0.0,0.0,1069.0,2,1,3,7,1,1,Attchd,2,2,440.0,3,3,3,0.0,0,0,NA,0.0,7,WD ,146300.0,280.0,2.5,0,31,31,31
1594,120,RM,4224.0,Pave,NA,4,Lvl,4,Inside,3,MeadowV,Norm,Norm,TwnhsE,1Story,5,6,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4,3,1,6,769.0,1,0.0,271.0,1040.0,GasA,4,Y,5,1040.0,0.0,0.0,1040.0,3,1,3,7,0,0,Attchd,1,2,499.0,3,3,3,0.0,0,0,NA,0.0,6,WD ,124000.0,100.0,1.0,0,33,33,33
2049,190,RL,11235.0,Pave,NA,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,2fmCon,SFoyer,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,3,5,925.0,1,0.0,0.0,925.0,GasA,3,Y,5,999.0,0.0,0.0,999.0,3,1,3,7,0,0,Detchd,1,1,308.0,3,3,3,0.0,0,3,NA,0.0,3,WD ,130000.0,216.0,2.0,0,44,44,44
1813,20,RL,8450.0,Pave,NA,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1349.0,1349.0,GasA,5,Y,5,1349.0,0.0,0.0,1349.0,3,1,3,7,0,0,Attchd,1,2,539.0,3,3,3,0.0,0,4,NA,0.0,12,WD ,179000.0,175.0,2.0,1,7,7,6
365,20,RL,11851.0,Pave,NA,4,Lvl,4,Corner,3,Gilbert,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1424.0,1424.0,GasA,5,Y,5,1442.0,0.0,0.0,1442.0,3,1,3,7,0,0,Attchd,2,2,500.0,3,3,3,0.0,0,0,NA,0.0,5,WD ,180500.0,542.0,2.0,0,19,19,19
176,30,RM,4608.0,Pave,NA,4,Lvl,4,Corner,3,OldTown,Artery,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,1,0.0,1,0.0,747.0,747.0,GasA,3,Y,5,747.0,0.0,0.0,747.0,2,1,3,7,0,0,Attchd,1,1,220.0,3,3,3,0.0,0,0,NA,0.0,6,WD ,80000.0,0.0,1.0,1,65,65,60
510,20,RL,9262.0,Pave,NA,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,194.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1573.0,1573.0,GasA,5,Y,5,1578.0,0.0,0.0,1578.0,3,1,5,7,1,4,Attchd,3,3,840.0,3,3,3,0.0,0,0,NA,0.0,5,New,287090.0,36.0,2.0,1,1,1,0
1326,20,RM,12702.0,Pave,NA,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,PConc,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,4,Y,4,882.0,0.0,0.0,882.0,2,1,3,7,0,0,Detchd,1,1,308.0,3,3,3,0.0,0,0,NA,0.0,12,WD ,97000.0,45.0,1.0,0,52,52,52
2423,120,RL,2938.0,Pave,NA,4,Lvl,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4,3,3,6,1038.0,1,0.0,330.0,1368.0,GasA,5,Y,5,1511.0,0.0,0.0,1511.0,2,1,4,7,1,3,Attchd,3,2,398.0,3,3,3,0.0,0,0,NA,0.0,5,WD ,246990.0,160.0,3.0,0,4,4,4
1631,20,RL,18160.0,Grvl,NA,4,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkCmn,138.0,3,3,CBlock,3,3,3,4,550.0,1,0.0,752.0,1302.0,GasA,2,Y,5,1128.0,0.0,0.0,1128.0,3,1,3,7,1,3,Attchd,1,2,480.0,3,3,2,0.0,0,3,NA,0.0,3,WD ,154204.0,354.0,2.0,0,43,43,43
1263,20,RL,11355.0,Pave,NA,3,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,7,7,Gable,Tar&Grv,HdBoard,HdBoard,BrkFace,125.0,3,3,CBlock,3,3,1,4,637.0,1,0.0,675.0,1312.0,GasA,5,Y,5,1312.0,0.0,0.0,1312.0,3,1,3,7,1,4,Attchd,2,2,495.0,3,3,3,0.0,0,3,Othr,6500.0,4,WD ,186000.0,448.0,1.5,1,50,50,7
1046,160,RM,1680.0,Pave,NA,4,Lvl,4,Inside,3,BrDale,Norm,Norm,Twnhs,2Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,356.0,3,3,CBlock,3,3,1,3,350.0,1,0.0,280.0,630.0,GasA,3,Y,5,630.0,672.0,0.0,1302.0,3,1,3,7,0,0,Detchd,1,1,264.0,3,3,3,0.0,0,0,NA,0.0,12,WD ,111750.0,0.0,2.5,0,36,36,36
47,20,RL,14300.0,Pave,NA,4,HLS,4,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,1095.0,5,3,PConc,5,3,4,6,1373.0,1,0.0,1473.0,2846.0,GasA,5,Y,5,2696.0,0.0,0.0,2696.0,3,1,5,7,2,4,Attchd,3,3,958.0,3,3,3,0.0,0,0,NA,0.0,6,WD ,500000.0,370.0,3.5,1,7,7,6
1424,60,RL,10616.0,Pave,NA,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,628.0,628.0,GasA,5,Y,5,628.0,728.0,0.0,1356.0,3,1,4,7,1,4,BuiltIn,3,2,484.0,3,3,3,0.0,0,0,NA,0.0,3,New,177439.0,124.0,2.5,0,1,1,1
429,60,RL,11308.0,Pave,NA,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,Gable,CompShg,VinylSd,VinylSd,Stone,154.0,5,3,PConc,5,3,3,6,936.0,1,0.0,168.0,1104.0,GasA,5,Y,5,1130.0,1054.0,0.0,2184.0,3,1,5,7,1,4,Attchd,3,3,836.0,3,3,3,0.0,0,0,NA,0.0,7,WD ,335000.0,102.0,3.5,0,1,1,1
1031,60,RL,10480.0,Pave,NA,4,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,7,6,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,3,3,CBlock,3,3,1,5,403.0,1,0.0,400.0,803.0,GasA,3,Y,5,1098.0,866.0,0.0,1964.0,4,1,3,7,1,4,Attchd,2,2,483.0,3,3,3,0.0,0,0,NA,0.0,9,WD ,205000.0,69.0,2.5,0,32,32,32
1635,120,RL,5118.0,Pave,NA,3,HLS,4,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,4,6,926.0,1,0.0,386.0,1312.0,GasA,4,Y,5,1321.0,0.0,0.0,1321.0,1,1,4,7,1,3,Attchd,2,2,484.0,3,3,3,0.0,0,0,NA,0.0,8,WD ,212000.0,204.0,2.0,0,17,17,17
309,120,RM,3811.0,Pave,NA,3,HLS,4,Corner,2,Crawfor,Artery,Norm,TwnhsE,1Story,8,5,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,4,3,PConc,5,3,4,6,1373.0,1,0.0,221.0,1594.0,GasA,5,Y,5,1646.0,0.0,0.0,1646.0,2,1,4,7,1,4,Attchd,3,2,525.0,3,3,3,0.0,0,0,NA,0.0,5,WD ,246000.0,336.0,3.5,1,6,6,5
1020,20,RL,10825.0,Pave,NA,3,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,7,7,Gable,CompShg,WdShing,Plywood,BrkFace,174.0,4,3,CBlock,4,3,2,6,747.0,1,0.0,513.0,1260.0,GasA,3,Y,5,1260.0,0.0,0.0,1260.0,3,1,3,7,0,0,Attchd,1,2,598.0,3,3,3,0.0,0,0,NA,0.0,7,WD ,181900.0,152.0,3.0,0,25,25,25
178,50,RM,5500.0,Pave,NA,4,Lvl,4,Corner,3,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,2,234.0,5,692.0,0.0,926.0,GasA,3,Y,5,926.0,0.0,390.0,1316.0,3,1,3,7,0,0,Detchd,1,2,484.0,3,3,3,0.0,0,0,NA,0.0,4,WD ,130000.0,0.0,2.0,1,81,36,9
1975,70,RM,9600.0,Pave,Grvl,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,5,7,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,4,BrkTil,2,2,1,1,0.0,1,0.0,264.0,264.0,GasA,5,Y,5,768.0,664.0,0.0,1432.0,2,1,3,7,0,0,Detchd,1,2,360.0,3,4,3,0.0,0,4,NA,0.0,5,WD ,132000.0,382.0,2.0,1,97,97,5
2096,60,RL,9317.0,Pave,NA,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,4,4,1,6,497.0,1,0.0,282.0,779.0,GasA,5,Y,5,1029.0,929.0,0.0,1958.0,3,1,4,7,1,3,Attchd,2,2,499.0,3,3,3,0.0,0,0,NA,0.0,7,CWD,220000.0,295.0,3.5,1,13,13,6
865,20,RL,11838.0,Pave,NA,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1753.0,1753.0,GasA,5,Y,5,1788.0,0.0,0.0,1788.0,3,1,5,7,1,3,Attchd,2,2,522.0,3,3,3,0.0,0,0,NA,0.0,6,WD ,236500.0,353.0,2.0,0,8,8,8
385,60,FV,8004.0,Pave,NA,3,Lvl,4,Inside,3,Somerst,RRAn,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,110.0,4,3,PConc,4,3,1,6,544.0,1,0.0,288.0,832.0,GasA,5,Y,5,832.0,1103.0,0.0,1935.0,3,1,3,7,0,0,BuiltIn,3,2,552.0,3,3,3,0.0,0,0,NA,0.0,12,New,263435.0,150.0,3.5,0,0,0,0
1362,50,RM,6876.0,Pave,NA,4,Bnk,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,1272.0,1272.0,GasA,3,Y,5,1272.0,0.0,697.0,1969.0,4,1,3,6,1,4,Detchd,1,2,400.0,3,3,3,0.0,0,0,NA,0.0,11,COD,141000.0,34.0,2.0,1,70,70,50
1091,60,RL,8396.0,Pave,NA,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,4,3,PConc,4,3,1,1,0.0,1,0.0,847.0,847.0,GasA,5,Y,5,847.0,1139.0,0.0,1986.0,4,1,4,7,1,4,BuiltIn,3,2,434.0,3,3,3,0.0,0,0,NA,0.0,5,WD ,213000.0,168.0,2.5,0,5,5,5
317,20,RL,9803.0,Pave,NA,4,Lvl,4,Inside,3,Timber,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1214.0,1214.0,GasA,5,Y,5,1214.0,0.0,0.0,1214.0,2,1,4,7,0,0,Attchd,2,2,520.0,3,3,3,0.0,0,0,NA,0.0,1,New,179781.0,25.0,2.0,1,1,0,0
1076,120,RL,6240.0,Pave,NA,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,4,3,PConc,4,3,1,6,846.0,1,0.0,496.0,1342.0,GasA,5,Y,5,1342.0,0.0,0.0,1342.0,2,1,4,7,1,4,Attchd,3,2,550.0,3,3,3,0.0,0,0,NA,0.0,6,WD ,234250.0,35.0,3.0,1,2,1,1
1573,20,RL,15498.0,Pave,NA,3,Lvl,4,Corner,3,Timber,Norm,Norm,1Fam,1Story,8,6,Hip,WdShake,Stone,HdBoard,None,0.0,4,3,CBlock,4,3,3,5,1165.0,2,400.0,0.0,1565.0,GasA,3,Y,5,2898.0,0.0,0.0,2898.0,2,1,4,7,1,4,Attchd,3,2,665.0,3,3,3,0.0,0,0,NA,0.0,5,COD,287000.0,246.0,3.0,0,32,32,32
485,60,RL,12891.0,Pave,NA,3,Lvl,4,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,6,651.0,1,0.0,219.0,870.0,GasA,5,Y,5,878.0,1126.0,0.0,2004.0,4,1,4,7,1,4,BuiltIn,3,3,644.0,3,3,3,0.0,0,0,NA,0.0,7,WD ,257500.0,48.0,3.5,0,7,7,7
2021,30,RM,6180.0,Pave,NA,4,Lvl,4,Corner,3,BrkSide,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,960.0,960.0,GasA,3,N,5,986.0,0.0,0.0,986.0,2,1,3,7,1,4,Detchd,1,1,180.0,3,3,3,0.0,0,0,NA,0.0,5,WD ,102000.0,128.0,1.0,1,81,81,57
2032,45,RM,7449.0,Pave,Grvl,4,Bnk,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,637.0,637.0,GasA,5,Y,3,1108.0,0.0,0.0,1108.0,3,1,4,7,1,4,Attchd,1,1,280.0,3,3,1,0.0,0,4,NA,0.0,6,WD ,139400.0,205.0,1.0,1,77,77,57
2604,50,RL,10410.0,Pave,Grvl,4,Lvl,4,Corner,3,OldTown,Artery,Norm,1Fam,1.5Fin,3,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,672.0,672.0,GasA,3,Y,5,694.0,520.0,0.0,1214.0,3,1,3,7,0,0,Detchd,1,3,936.0,3,3,3,0.0,0,3,NA,0.0,1,WD ,105000.0,376.0,1.0,1,91,8,56
1615,20,RL,15865.0,Pave,NA,3,Lvl,4,Inside,2,NAmes,Norm,Norm,1Fam,1Story,8,6,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,4,4,PConc,3,4,4,5,351.0,3,823.0,1043.0,2217.0,GasA,5,Y,5,2217.0,0.0,0.0,2217.0,4,1,4,7,1,3,Attchd,1,2,621.0,3,3,3,0.0,0,0,NA,0.0,10,WD ,268000.0,512.0,3.0,0,37,37,37
2736,80,RL,19690.0,Pave,NA,3,Lvl,4,CulDSac,3,Edwards,Norm,Norm,1Fam,SLvl,6,7,Flat,Tar&Grv,Plywood,Plywood,None,0.0,4,4,CBlock,4,3,3,1,0.0,1,0.0,697.0,697.0,GasA,3,Y,5,1575.0,626.0,0.0,2201.0,4,1,4,7,1,4,Attchd,1,2,432.0,4,4,3,738.0,3,4,NA,0.0,8,WD ,274970.0,822.0,2.0,0,40,40,40
473,120,RL,3182.0,Pave,NA,4,Lvl,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,3,6,16.0,1,0.0,1204.0,1220.0,GasA,5,Y,5,1220.0,0.0,0.0,1220.0,2,1,4,7,1,4,Attchd,3,2,397.0,3,3,3,0.0,0,0,NA,0.0,8,WD ,180000.0,116.0,2.0,1,4,4,3
1316,70,RM,9600.0,Pave,NA,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,7,9,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,3,5,BrkTil,3,3,1,3,141.0,1,0.0,548.0,689.0,GasA,5,Y,5,689.0,689.0,0.0,1378.0,3,1,4,7,1,4,Detchd,1,2,360.0,3,3,1,0.0,0,0,NA,0.0,10,WD ,161000.0,116.0,2.0,1,80,80,3
244,20,RL,11100.0,Pave,NA,4,Low,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,5,Y,5,930.0,0.0,0.0,930.0,2,1,4,7,0,0,Detchd,1,1,308.0,3,3,3,0.0,0,0,NA,0.0,4,WD ,84900.0,0.0,1.0,1,64,64,4
152,190,RL,13587.0,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,2fmCon,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,3,3,532.0,1,0.0,456.0,988.0,GasA,3,Y,5,988.0,0.0,0.0,988.0,2,1,3,7,0,0,Attchd,1,1,264.0,3,3,3,0.0,0,0,NA,0.0,4,WD ,119000.0,0.0,2.0,0,52,52,52
1588,20,RL,11447.0,Pave,NA,3,Lvl,4,Inside,3,Timber,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,674.0,4,3,PConc,5,3,3,6,1571.0,1,0.0,393.0,1964.0,GasA,5,Y,5,1964.0,0.0,0.0,1964.0,3,1,4,7,1,4,Attchd,3,3,892.0,3,3,3,0.0,0,0,NA,0.0,6,WD ,370000.0,265.0,3.5,1,3,3,2
2111,20,RL,7242.0,Pave,NA,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1270.0,1270.0,GasA,5,Y,5,1270.0,0.0,0.0,1270.0,2,1,4,7,0,0,Attchd,2,2,524.0,3,3,3,0.0,0,0,NA,0.0,7,WD ,175900.0,96.0,2.0,1,2,2,1
813,90,RL,7018.0,Pave,NA,4,Lvl,4,Inside,3,SawyerW,Feedr,Norm,Duplex,2Story,5,5,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,5,1120.0,1120.0,0.0,2240.0,6,2,3,7,0,0,Detchd,1,2,528.0,3,3,3,0.0,0,0,NA,0.0,6,WD ,142953.0,154.0,2.0,0,30,30,30
1854,120,RL,9466.0,Pave,NA,2,Lvl,4,FR2,3,Veenker,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,3,PConc,4,3,4,2,457.0,5,1037.0,0.0,1494.0,GasA,5,Y,5,1494.0,0.0,0.0,1494.0,1,1,4,7,1,4,Attchd,3,2,478.0,3,3,3,0.0,0,0,NA,0.0,5,WD ,279700.0,247.0,2.5,1,13,13,12
2575,20,RL,8400.0,Pave,NA,4,Lvl,4,Corner,3,NAmes,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,2,3,2,4,623.0,1,0.0,556.0,1179.0,GasA,4,Y,5,1364.0,0.0,0.0,1364.0,3,1,3,7,1,4,Attchd,2,1,331.0,3,3,3,0.0,0,4,NA,0.0,3,WD ,132000.0,60.0,1.5,0,49,49,49
867,60,RL,11050.0,Pave,NA,4,Lvl,4,Inside,3,CollgCr,PosN,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,204.0,4,3,PConc,5,3,2,6,904.0,1,0.0,536.0,1440.0,GasA,5,Y,5,1476.0,677.0,0.0,2153.0,3,1,5,7,2,5,Attchd,3,3,736.0,3,3,3,0.0,0,0,NA,0.0,5,WD ,313000.0,395.0,3.5,0,9,9,9
2879,50,C (all),11040.0,Pave,NA,4,Low,4,Inside,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,637.0,1,0.0,0.0,637.0,GasA,4,Y,5,897.0,439.0,0.0,1336.0,3,1,3,7,0,0,CarPort,1,1,570.0,3,3,3,0.0,0,0,NA,0.0,9,COD,108000.0,167.0,1.5,1,86,12,56
1494,60,RL,6931.0,Pave,NA,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,4,3,PConc,4,3,1,1,0.0,1,0.0,746.0,746.0,GasA,5,Y,5,760.0,896.0,0.0,1656.0,3,1,4,7,1,4,BuiltIn,3,2,397.0,3,3,3,0.0,0,0,NA,0.0,7,WD ,165400.0,306.0,2.5,1,5,5,4
2771,60,RL,12438.0,Pave,NA,3,Lvl,4,Inside,3,CollgCr,PosN,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,4,3,PConc,4,3,1,1,0.0,1,0.0,781.0,781.0,GasA,5,Y,5,795.0,704.0,0.0,1499.0,3,1,4,7,1,3,Attchd,2,2,473.0,3,3,3,0.0,0,0,NA,0.0,8,WD ,187000.0,504.0,2.5,0,11,11,11
496,60,RL,15138.0,Pave,NA,3,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,4,3,PConc,4,3,1,6,689.0,1,0.0,773.0,1462.0,GasA,5,Y,5,1490.0,1304.0,0.0,2794.0,4,1,5,7,1,3,Attchd,3,3,810.0,3,3,3,0.0,0,0,NA,0.0,7,WD ,403000.0,348.0,3.5,1,14,14,13
1651,60,RL,12046.0,Pave,NA,3,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,Plywood,Plywood,BrkFace,298.0,3,3,CBlock,3,3,1,2,156.0,1,0.0,692.0,848.0,GasA,3,Y,5,1118.0,912.0,0.0,2030.0,4,1,4,7,1,3,Attchd,3,2,551.0,3,3,3,0.0,0,0,NA,0.0,6,WD ,195000.0,224.0,2.5,0,31,31,31
1913,80,RL,9600.0,Pave,NA,3,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,SLvl,6,5,Hip,CompShg,WdShing,Wd Shng,BrkFace,291.0,3,3,CBlock,3,3,3,5,600.0,1,0.0,618.0,1218.0,GasA,3,Y,5,1254.0,0.0,0.0,1254.0,3,1,3,7,1,4,Attchd,2,2,525.0,3,3,3,0.0,0,0,NA,0.0,5,WD ,158500.0,168.0,2.0,0,46,46,46
2790,60,RL,11367.0,Pave,NA,4,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,2,6,932.0,1,0.0,133.0,1065.0,GasA,5,Y,5,1091.0,898.0,0.0,1989.0,3,1,4,7,1,4,Attchd,3,2,586.0,3,3,3,0.0,0,0,NA,0.0,11,WD ,255000.0,259.0,3.5,0,4,4,4
1541,20,RL,26073.0,Pave,NA,3,Lvl,4,CulDSac,3,Crawfor,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,BrkFace,MetalSd,None,0.0,3,3,PConc,3,3,1,3,1116.0,1,0.0,782.0,1898.0,GasA,5,Y,4,1898.0,0.0,0.0,1898.0,3,1,3,7,2,3,Attchd,1,2,484.0,3,3,3,0.0,0,3,NA,0.0,4,WD ,236500.0,275.0,2.5,0,52,52,52
1684,20,RL,7150.0,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,52.0,3,3,CBlock,3,3,1,4,725.0,1,0.0,263.0,988.0,GasA,3,Y,5,988.0,0.0,0.0,988.0,3,1,3,7,0,0,Detchd,1,1,360.0,3,3,3,0.0,0,0,NA,0.0,11,WD ,129250.0,0.0,2.0,0,41,33,41
301,20,RL,15602.0,Pave,NA,3,Lvl,4,Inside,3,Crawfor,Norm,Norm,1Fam,1Story,7,8,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,1247.0,1,0.0,254.0,1501.0,GasA,3,Y,5,1801.0,0.0,0.0,1801.0,1,1,3,7,2,3,Attchd,3,2,484.0,3,3,3,0.0,0,2,NA,0.0,3,WD ,289000.0,215.0,3.0,1,51,51,13
