id,lotarea,lotshape,utilities,landslope,overallqual,overallcond,masvnrarea,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtfintype2,bsmtfinsf2,bsmtunfsf,totalbsmtsf,centralair,electrical,1stflrsf,2ndflrsf,lowqualfinsf,grlivarea,bedroomabvgr,kitchenabvgr,kitchenqual,functional,fireplacequ,garagefinish,garagearea,garagequal,garagecond,paveddrive,poolarea,poolqc,fence,mosold,saleprice,totalporch,totalbaths,remod,age_blt,age_garage,age_remod,nhood_Blmngtn,nhood_Blueste,nhood_BrDale,nhood_BrkSide,nhood_ClearCr,nhood_CollgCr,nhood_Crawfor,nhood_Edwards,nhood_Gilbert,nhood_Greens,nhood_GrnHill,nhood_IDOTRR,nhood_Landmrk,nhood_MeadowV,nhood_Mitchel,nhood_NAmes,nhood_NPkVill,nhood_NWAmes,nhood_NoRidge,nhood_NridgHt,nhood_OldTown,nhood_SWISU,nhood_Sawyer,nhood_SawyerW,nhood_Somerst,nhood_StoneBr,nhood_Timber,nhood_Veenker,rstyle_Gable,rstyle_Hip,fd_BrkTil,fd_CBlock,fd_PConc,hstyle_2s,btype_1Fam,btype_2Fam,btype_twnh,mvtype_BrkFace,mvtype_None,mvtype_Stone,gtype_Attchd,gtype_BuiltIn,gtype_Detchd,gtype_NA,newhouse,mainrd,railway,park
234,17082.0,3,4,2,6,5,288.0,4,3,3,5,964.0,1,0.0,153.0,1117.0,1,5,1117.0,864.0,0.0,1981.0,4,1,4,7,3,3,522.0,3,3,3,0.0,0,0,5,230000.0,440.0,3.5,1,32,32,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2172,16287.0,4,4,3,5,6,0.0,3,3,1,5,130.0,4,105.0,666.0,901.0,1,5,901.0,450.0,0.0,1351.0,3,1,3,7,4,1,576.0,3,3,1,0.0,0,0,7,122000.0,143.0,2.0,1,82,32,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2588,11050.0,4,4,3,5,5,0.0,3,3,1,2,488.0,1,0.0,517.0,1005.0,1,5,1005.0,0.0,0.0,1005.0,2,1,3,7,3,1,319.0,3,3,3,0.0,0,0,7,133500.0,288.0,1.0,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1289,10440.0,4,4,3,6,7,0.0,4,3,1,2,493.0,1,0.0,1017.0,1510.0,1,5,1584.0,1208.0,0.0,2792.0,5,1,3,4,3,1,520.0,2,3,3,0.0,0,3,6,256000.0,1027.0,2.0,1,88,88,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1596,2665.0,4,4,3,5,7,0.0,4,3,1,5,318.0,1,0.0,232.0,550.0,1,5,925.0,550.0,0.0,1475.0,4,1,3,7,3,1,336.0,3,3,3,0.0,0,0,5,129500.0,118.0,2.0,0,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
264,10389.0,4,4,3,8,5,320.0,4,3,1,6,1682.0,1,0.0,296.0,1978.0,1,5,1978.0,0.0,0.0,1978.0,3,1,4,7,4,2,850.0,3,3,3,0.0,0,0,5,318000.0,213.0,3.5,0,7,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
451,9658.0,3,4,3,8,5,383.0,4,3,1,1,0.0,1,0.0,1598.0,1598.0,1,5,1606.0,0.0,0.0,1606.0,3,1,4,7,4,2,871.0,3,3,3,0.0,0,0,7,255900.0,290.0,2.0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
536,7500.0,4,4,3,6,5,0.0,4,3,1,1,0.0,1,0.0,1158.0,1158.0,1,5,1158.0,0.0,0.0,1158.0,3,1,4,7,0,0,0.0,0,0,3,0.0,0,0,8,143500.0,50.0,1.5,0,5,2009,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
43,14122.0,3,4,3,8,5,240.0,5,3,1,6,28.0,1,0.0,1794.0,1822.0,1,5,1822.0,0.0,0.0,1822.0,3,1,5,7,4,2,678.0,3,3,3,0.0,0,0,2,259000.0,119.0,2.0,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2223,21000.0,4,4,3,6,5,184.0,4,3,2,5,35.0,3,869.0,905.0,1809.0,1,5,2259.0,0.0,0.0,2259.0,3,1,4,7,4,1,450.0,3,3,3,0.0,0,3,10,217000.0,478.0,3.0,0,54,54,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,8737.0,3,4,3,6,7,0.0,4,3,1,3,300.0,1,0.0,765.0,1065.0,1,4,915.0,720.0,0.0,1635.0,3,1,3,7,4,1,440.0,3,3,3,0.0,0,0,5,210000.0,182.0,1.5,1,84,57,57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
394,8750.0,3,4,3,5,6,76.0,3,3,1,4,828.0,1,0.0,174.0,1002.0,1,5,1002.0,0.0,0.0,1002.0,3,1,3,7,0,1,902.0,3,3,3,0.0,0,3,8,148500.0,0.0,2.0,0,39,36,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1738,8499.0,3,4,3,6,5,0.0,4,3,1,1,0.0,1,0.0,616.0,616.0,1,5,616.0,796.0,0.0,1412.0,3,1,4,7,4,3,432.0,3,3,3,0.0,0,0,3,156932.0,36.0,2.5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1196,11072.0,3,4,3,5,5,0.0,3,3,1,1,0.0,1,0.0,1728.0,1728.0,1,5,1728.0,0.0,0.0,1728.0,6,2,3,7,0,1,576.0,3,3,3,0.0,0,0,11,145000.0,0.0,2.0,0,43,21,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
828,6762.0,4,4,3,7,5,0.0,4,3,3,6,902.0,1,0.0,380.0,1282.0,1,5,1290.0,0.0,0.0,1290.0,2,1,4,7,4,2,662.0,3,3,3,0.0,0,0,5,200000.0,168.0,3.0,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1694,15431.0,4,4,3,10,5,400.0,5,3,4,6,1430.0,1,0.0,564.0,1994.0,1,5,2046.0,0.0,0.0,2046.0,2,1,5,7,4,3,878.0,3,3,3,0.0,0,0,8,450000.0,428.0,3.5,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
571,3230.0,4,4,3,6,5,894.0,4,3,1,6,381.0,1,0.0,348.0,729.0,1,5,742.0,729.0,0.0,1471.0,3,1,3,7,0,1,440.0,3,3,3,0.0,0,0,3,172500.0,24.0,2.5,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1192,10800.0,4,4,3,6,7,0.0,3,3,1,5,956.0,3,182.0,384.0,1522.0,1,5,1548.0,1066.0,0.0,2614.0,4,1,3,7,3,2,624.0,3,3,3,0.0,0,0,6,240000.0,281.0,2.5,1,34,34,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1806,11143.0,3,4,3,8,5,0.0,4,3,1,1,0.0,1,0.0,1580.0,1580.0,1,5,1580.0,886.0,0.0,2466.0,4,1,4,7,4,2,610.0,3,3,3,0.0,0,0,12,340000.0,373.0,3.0,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
962,8925.0,3,4,3,8,5,0.0,4,3,3,6,16.0,1,0.0,1450.0,1466.0,1,5,1466.0,0.0,0.0,1466.0,3,1,4,7,0,3,610.0,3,3,3,0.0,0,0,7,201000.0,118.0,2.0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2142,10356.0,4,4,3,5,6,0.0,3,3,3,4,716.0,1,0.0,253.0,969.0,1,5,969.0,0.0,0.0,969.0,3,1,3,7,0,1,440.0,3,3,3,0.0,0,3,1,122000.0,0.0,1.5,0,32,32,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1648,12299.0,4,4,3,7,6,67.0,4,3,1,6,1328.0,1,0.0,201.0,1529.0,1,5,1664.0,0.0,0.0,1664.0,3,1,4,7,3,3,663.0,3,3,3,0.0,0,0,9,213000.0,0.0,3.0,1,29,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
618,9900.0,4,4,3,6,5,0.0,3,3,1,3,1173.0,1,0.0,507.0,1680.0,1,5,1691.0,0.0,0.0,1691.0,2,1,3,7,0,1,550.0,4,3,3,0.0,0,3,4,175000.0,327.0,2.0,0,42,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2108,6762.0,4,4,3,7,5,108.0,4,3,1,6,664.0,1,0.0,544.0,1208.0,1,5,1208.0,0.0,0.0,1208.0,2,1,4,7,0,2,628.0,3,3,3,0.0,0,0,9,195400.0,159.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
772,11625.0,4,4,3,5,6,172.0,3,3,1,4,527.0,1,0.0,525.0,1052.0,1,5,1052.0,0.0,0.0,1052.0,3,1,3,7,1,3,668.0,3,3,3,0.0,0,0,4,113500.0,215.0,1.5,0,42,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2672,6435.0,4,4,3,6,5,0.0,3,3,1,1,0.0,1,0.0,972.0,972.0,1,5,972.0,605.0,0.0,1577.0,3,1,2,7,4,1,312.0,3,3,3,0.0,0,0,10,140200.0,0.0,1.0,1,67,67,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2492,8450.0,4,4,3,5,6,90.0,3,3,1,4,162.0,3,270.0,450.0,882.0,1,5,909.0,0.0,0.0,909.0,3,1,3,7,0,1,294.0,3,3,3,0.0,0,3,11,116000.0,155.0,1.0,0,38,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2903,11577.0,4,4,3,9,5,382.0,4,3,4,6,1455.0,1,0.0,383.0,1838.0,1,5,1838.0,0.0,0.0,1838.0,3,1,5,7,4,3,682.0,3,3,3,0.0,0,0,9,359900.0,386.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2783,8340.0,3,4,3,6,6,62.0,4,3,3,6,509.0,1,0.0,166.0,675.0,1,5,686.0,702.0,0.0,1388.0,3,1,3,7,0,1,317.0,3,3,3,0.0,0,0,12,157500.0,442.0,1.5,0,29,29,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
786,10708.0,3,4,3,5,5,0.0,3,3,1,2,379.0,4,768.0,470.0,1617.0,1,4,1867.0,0.0,0.0,1867.0,2,1,3,7,4,3,303.0,3,3,3,0.0,0,2,11,190000.0,618.0,2.0,1,54,54,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
740,6911.0,4,4,3,5,5,0.0,3,3,2,2,405.0,1,0.0,740.0,1145.0,1,5,1301.0,0.0,0.0,1301.0,2,1,2,6,0,1,440.0,3,3,3,0.0,0,0,10,100000.0,0.0,1.0,1,85,44,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
2546,8800.0,4,4,3,6,6,425.0,3,3,1,4,553.0,1,0.0,698.0,1251.0,1,5,1251.0,0.0,0.0,1251.0,3,1,3,7,4,2,461.0,3,3,3,0.0,0,3,3,160000.0,116.0,2.0,0,42,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
851,10739.0,3,4,3,7,5,68.0,4,3,1,6,1259.0,1,0.0,172.0,1431.0,1,5,1444.0,0.0,0.0,1444.0,3,1,4,7,0,2,577.0,3,3,3,0.0,0,0,4,203000.0,184.0,3.0,0,7,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1833,9572.0,3,4,3,8,5,336.0,5,3,1,6,482.0,1,0.0,971.0,1453.0,1,5,1453.0,1357.0,0.0,2810.0,4,1,4,7,5,2,750.0,4,4,3,0.0,0,0,6,302000.0,500.0,2.5,0,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
76,8012.0,4,4,3,6,5,0.0,4,3,1,4,543.0,4,119.0,261.0,923.0,1,5,923.0,0.0,0.0,923.0,2,1,3,7,3,2,264.0,3,3,3,0.0,0,0,5,143000.0,80.0,2.0,0,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
2151,16226.0,1,4,3,8,5,0.0,4,3,1,6,281.0,1,0.0,747.0,1028.0,1,5,1210.0,1242.0,0.0,2452.0,4,1,4,7,3,3,683.0,3,3,3,0.0,0,0,5,267000.0,258.0,2.5,1,9,9,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1880,10899.0,3,4,3,4,5,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,5,1224.0,0.0,0.0,1224.0,2,2,3,7,0,1,530.0,3,3,3,0.0,0,0,4,103000.0,0.0,2.0,0,43,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2907,4500.0,4,4,3,6,5,443.0,5,4,1,6,1201.0,1,0.0,36.0,1237.0,1,5,1337.0,0.0,0.0,1337.0,2,1,3,7,0,3,405.0,3,3,3,0.0,0,0,3,153500.0,199.0,3.0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1831,16647.0,3,4,3,5,5,0.0,4,3,4,5,1390.0,1,0.0,0.0,1390.0,1,5,1701.0,0.0,0.0,1701.0,3,1,3,5,3,3,611.0,3,3,3,0.0,0,0,1,171000.0,0.0,3.0,1,32,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2836,8707.0,4,4,3,4,5,0.0,3,3,1,1,0.0,1,0.0,1093.0,1093.0,0,3,1093.0,576.0,0.0,1669.0,4,1,3,5,0,1,288.0,2,3,3,0.0,0,0,5,107000.0,56.0,1.5,1,82,82,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1955,8300.0,3,4,3,6,6,86.0,3,3,2,3,952.0,1,0.0,0.0,952.0,1,5,952.0,0.0,0.0,952.0,3,1,3,7,0,1,288.0,3,3,3,0.0,0,0,8,128500.0,0.0,2.0,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1926,9770.0,4,4,3,5,5,0.0,3,3,1,3,512.0,1,0.0,410.0,922.0,1,4,922.0,0.0,0.0,922.0,2,1,3,7,0,1,308.0,3,3,3,0.0,0,2,4,116000.0,34.0,2.0,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2924,17400.0,4,4,2,5,5,0.0,3,3,1,5,936.0,1,0.0,190.0,1126.0,1,5,1126.0,0.0,0.0,1126.0,3,1,3,7,4,2,484.0,3,3,2,0.0,0,0,5,160000.0,336.0,3.0,0,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1003,5070.0,3,4,3,8,5,0.0,4,3,2,1,0.0,1,0.0,1280.0,1280.0,1,5,1280.0,0.0,0.0,1280.0,2,1,4,7,0,2,506.0,3,3,3,0.0,0,0,8,180000.0,226.0,2.0,0,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1667,7920.0,4,4,3,5,5,32.0,3,3,1,5,81.0,6,619.0,214.0,914.0,1,5,914.0,0.0,0.0,914.0,3,1,5,7,0,2,368.0,3,4,3,0.0,0,0,10,133000.0,120.0,1.0,1,37,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2905,7020.0,4,4,3,7,5,200.0,4,3,4,6,1243.0,1,0.0,45.0,1288.0,1,5,1368.0,0.0,0.0,1368.0,2,2,3,7,0,3,784.0,3,3,3,0.0,0,0,11,215000.0,48.0,4.0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
921,7500.0,3,4,3,6,7,0.0,3,3,1,4,547.0,1,0.0,224.0,771.0,1,5,753.0,741.0,0.0,1494.0,3,1,4,7,4,1,213.0,3,3,2,0.0,0,0,11,177500.0,224.0,1.0,1,67,67,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1780,10612.0,4,4,3,8,5,248.0,4,3,2,6,28.0,1,0.0,1496.0,1524.0,1,5,1534.0,0.0,0.0,1534.0,3,1,4,7,4,3,484.0,3,3,3,0.0,0,0,1,215000.0,214.0,2.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
746,6120.0,4,4,3,5,6,0.0,3,2,1,2,273.0,1,0.0,679.0,952.0,1,4,994.0,588.0,0.0,1582.0,3,1,3,7,4,1,250.0,2,3,3,0.0,0,0,2,150000.0,373.0,2.0,1,71,71,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
254,12376.0,4,4,3,7,5,0.0,4,3,2,6,1470.0,1,0.0,203.0,1673.0,1,5,1699.0,1523.0,0.0,3222.0,5,1,4,7,3,1,594.0,3,3,3,0.0,0,0,5,320000.0,367.0,4.0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
606,10004.0,4,4,3,6,6,180.0,3,3,1,3,196.0,4,345.0,975.0,1516.0,1,5,1516.0,0.0,0.0,1516.0,3,1,3,7,0,2,472.0,3,3,3,0.0,0,0,2,167000.0,152.0,1.5,0,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2703,8250.0,4,4,3,5,7,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,5,1032.0,0.0,0.0,1032.0,2,1,3,7,3,1,260.0,3,3,3,0.0,0,0,6,125000.0,121.0,1.0,1,71,67,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1306,12205.0,4,4,3,3,1,0.0,2,2,1,1,0.0,1,0.0,448.0,448.0,1,5,1588.0,0.0,0.0,1588.0,5,1,3,2,0,0,0.0,0,0,1,0.0,0,3,12,65000.0,0.0,2.0,1,59,2008,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2102,11175.0,3,4,3,7,5,0.0,4,3,3,1,0.0,1,0.0,1316.0,1316.0,1,5,1316.0,0.0,0.0,1316.0,3,1,4,7,4,3,440.0,3,3,3,0.0,0,0,10,200141.0,20.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1784,9965.0,4,4,3,7,5,0.0,4,3,1,1,0.0,1,0.0,1528.0,1528.0,1,5,1528.0,0.0,0.0,1528.0,3,1,4,7,3,1,480.0,3,3,3,0.0,0,0,9,235876.0,228.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
941,8660.0,4,4,3,5,6,0.0,3,3,1,1,0.0,1,0.0,760.0,760.0,0,5,928.0,928.0,312.0,2168.0,5,1,4,7,0,1,576.0,3,3,3,0.0,0,0,12,123000.0,705.0,2.0,1,109,11,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2699,12375.0,4,4,3,5,5,41.0,3,3,1,4,329.0,1,0.0,477.0,806.0,1,5,1081.0,341.0,0.0,1422.0,3,1,3,7,3,1,288.0,3,3,3,0.0,0,2,6,137500.0,0.0,2.0,0,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
2127,8070.0,4,4,3,4,5,0.0,4,3,1,6,588.0,1,0.0,402.0,990.0,1,5,990.0,0.0,0.0,990.0,3,1,3,7,0,0,0.0,0,0,3,0.0,0,0,8,123600.0,0.0,2.0,1,13,2007,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2607,8658.0,4,4,3,6,5,101.0,3,3,1,3,643.0,1,0.0,445.0,1088.0,1,5,1324.0,0.0,0.0,1324.0,3,1,3,7,3,2,440.0,3,3,3,0.0,0,2,12,160000.0,138.0,2.0,0,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1754,8063.0,4,4,3,6,5,0.0,4,3,1,1,0.0,1,0.0,924.0,924.0,1,5,948.0,742.0,0.0,1690.0,3,1,3,7,3,2,463.0,3,3,3,0.0,0,0,11,181000.0,148.0,2.5,0,7,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
